"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CPI","TOT","IDX2015","Q","1973-Q1",10.58742,
"AUS","CPI","TOT","IDX2015","Q","1973-Q2",10.9589,
"AUS","CPI","TOT","IDX2015","Q","1973-Q3",11.33039,
"AUS","CPI","TOT","IDX2015","Q","1973-Q4",11.70188,
"AUS","CPI","TOT","IDX2015","Q","1974-Q1",12.07337,
"AUS","CPI","TOT","IDX2015","Q","1974-Q2",12.53773,
"AUS","CPI","TOT","IDX2015","Q","1974-Q3",13.18783,
"AUS","CPI","TOT","IDX2015","Q","1974-Q4",13.65219,
"AUS","CPI","TOT","IDX2015","Q","1975-Q1",14.20943,
"AUS","CPI","TOT","IDX2015","Q","1975-Q2",14.67379,
"AUS","CPI","TOT","IDX2015","Q","1975-Q3",14.76666,
"AUS","CPI","TOT","IDX2015","Q","1975-Q4",15.60251,
"AUS","CPI","TOT","IDX2015","Q","1976-Q1",16.06687,
"AUS","CPI","TOT","IDX2015","Q","1976-Q2",16.43836,
"AUS","CPI","TOT","IDX2015","Q","1976-Q3",16.80984,
"AUS","CPI","TOT","IDX2015","Q","1976-Q4",17.83144,
"AUS","CPI","TOT","IDX2015","Q","1977-Q1",18.20292,
"AUS","CPI","TOT","IDX2015","Q","1977-Q2",18.66729,
"AUS","CPI","TOT","IDX2015","Q","1977-Q3",19.03877,
"AUS","CPI","TOT","IDX2015","Q","1977-Q4",19.50313,
"AUS","CPI","TOT","IDX2015","Q","1978-Q1",19.78175,
"AUS","CPI","TOT","IDX2015","Q","1978-Q2",20.15324,
"AUS","CPI","TOT","IDX2015","Q","1978-Q3",20.52473,
"AUS","CPI","TOT","IDX2015","Q","1978-Q4",20.98909,
"AUS","CPI","TOT","IDX2015","Q","1979-Q1",21.36058,
"AUS","CPI","TOT","IDX2015","Q","1979-Q2",21.91781,
"AUS","CPI","TOT","IDX2015","Q","1979-Q3",22.47504,
"AUS","CPI","TOT","IDX2015","Q","1979-Q4",23.12514,
"AUS","CPI","TOT","IDX2015","Q","1980-Q1",23.58951,
"AUS","CPI","TOT","IDX2015","Q","1980-Q2",24.33248,
"AUS","CPI","TOT","IDX2015","Q","1980-Q3",24.70397,
"AUS","CPI","TOT","IDX2015","Q","1980-Q4",25.2612,
"AUS","CPI","TOT","IDX2015","Q","1981-Q1",25.81844,
"AUS","CPI","TOT","IDX2015","Q","1981-Q2",26.37567,
"AUS","CPI","TOT","IDX2015","Q","1981-Q3",26.9329,
"AUS","CPI","TOT","IDX2015","Q","1981-Q4",28.04737,
"AUS","CPI","TOT","IDX2015","Q","1982-Q1",28.6046,
"AUS","CPI","TOT","IDX2015","Q","1982-Q2",29.2547,
"AUS","CPI","TOT","IDX2015","Q","1982-Q3",30.27629,
"AUS","CPI","TOT","IDX2015","Q","1982-Q4",31.20502,
"AUS","CPI","TOT","IDX2015","Q","1983-Q1",31.85512,
"AUS","CPI","TOT","IDX2015","Q","1983-Q2",32.50522,
"AUS","CPI","TOT","IDX2015","Q","1983-Q3",33.06246,
"AUS","CPI","TOT","IDX2015","Q","1983-Q4",33.8983,
"AUS","CPI","TOT","IDX2015","Q","1984-Q1",33.71256,
"AUS","CPI","TOT","IDX2015","Q","1984-Q2",33.80543,
"AUS","CPI","TOT","IDX2015","Q","1984-Q3",34.26979,
"AUS","CPI","TOT","IDX2015","Q","1984-Q4",34.73415,
"AUS","CPI","TOT","IDX2015","Q","1985-Q1",35.19851,
"AUS","CPI","TOT","IDX2015","Q","1985-Q2",36.03436,
"AUS","CPI","TOT","IDX2015","Q","1985-Q3",36.87021,
"AUS","CPI","TOT","IDX2015","Q","1985-Q4",37.61319,
"AUS","CPI","TOT","IDX2015","Q","1986-Q1",38.44904,
"AUS","CPI","TOT","IDX2015","Q","1986-Q2",39.09914,
"AUS","CPI","TOT","IDX2015","Q","1986-Q3",40.12074,
"AUS","CPI","TOT","IDX2015","Q","1986-Q4",41.2352,
"AUS","CPI","TOT","IDX2015","Q","1987-Q1",42.07105,
"AUS","CPI","TOT","IDX2015","Q","1987-Q2",42.72115,
"AUS","CPI","TOT","IDX2015","Q","1987-Q3",43.46413,
"AUS","CPI","TOT","IDX2015","Q","1987-Q4",44.2071,
"AUS","CPI","TOT","IDX2015","Q","1988-Q1",44.95008,
"AUS","CPI","TOT","IDX2015","Q","1988-Q2",45.78593,
"AUS","CPI","TOT","IDX2015","Q","1988-Q3",46.62178,
"AUS","CPI","TOT","IDX2015","Q","1988-Q4",47.5505,
"AUS","CPI","TOT","IDX2015","Q","1989-Q1",48.01486,
"AUS","CPI","TOT","IDX2015","Q","1989-Q2",49.22219,
"AUS","CPI","TOT","IDX2015","Q","1989-Q3",50.33666,
"AUS","CPI","TOT","IDX2015","Q","1989-Q4",51.26538,
"AUS","CPI","TOT","IDX2015","Q","1990-Q1",52.1941,
"AUS","CPI","TOT","IDX2015","Q","1990-Q2",53.02995,
"AUS","CPI","TOT","IDX2015","Q","1990-Q3",53.40144,
"AUS","CPI","TOT","IDX2015","Q","1990-Q4",54.79452,
"AUS","CPI","TOT","IDX2015","Q","1991-Q1",54.70165,
"AUS","CPI","TOT","IDX2015","Q","1991-Q2",54.79452,
"AUS","CPI","TOT","IDX2015","Q","1991-Q3",55.07314,
"AUS","CPI","TOT","IDX2015","Q","1991-Q4",55.63037,
"AUS","CPI","TOT","IDX2015","Q","1992-Q1",55.63037,
"AUS","CPI","TOT","IDX2015","Q","1992-Q2",55.44463,
"AUS","CPI","TOT","IDX2015","Q","1992-Q3",55.5375,
"AUS","CPI","TOT","IDX2015","Q","1992-Q4",55.81611,
"AUS","CPI","TOT","IDX2015","Q","1993-Q1",56.28047,
"AUS","CPI","TOT","IDX2015","Q","1993-Q2",56.46622,
"AUS","CPI","TOT","IDX2015","Q","1993-Q3",56.74483,
"AUS","CPI","TOT","IDX2015","Q","1993-Q4",56.83771,
"AUS","CPI","TOT","IDX2015","Q","1994-Q1",57.11632,
"AUS","CPI","TOT","IDX2015","Q","1994-Q2",57.48781,
"AUS","CPI","TOT","IDX2015","Q","1994-Q3",57.8593,
"AUS","CPI","TOT","IDX2015","Q","1994-Q4",58.32366,
"AUS","CPI","TOT","IDX2015","Q","1995-Q1",59.25238,
"AUS","CPI","TOT","IDX2015","Q","1995-Q2",60.08823,
"AUS","CPI","TOT","IDX2015","Q","1995-Q3",60.8312,
"AUS","CPI","TOT","IDX2015","Q","1995-Q4",61.29557,
"AUS","CPI","TOT","IDX2015","Q","1996-Q1",61.48131,
"AUS","CPI","TOT","IDX2015","Q","1996-Q2",61.94567,
"AUS","CPI","TOT","IDX2015","Q","1996-Q3",62.13141,
"AUS","CPI","TOT","IDX2015","Q","1996-Q4",62.22429,
"AUS","CPI","TOT","IDX2015","Q","1997-Q1",62.31716,
"AUS","CPI","TOT","IDX2015","Q","1997-Q2",62.13141,
"AUS","CPI","TOT","IDX2015","Q","1997-Q3",61.8528,
"AUS","CPI","TOT","IDX2015","Q","1997-Q4",62.03854,
"AUS","CPI","TOT","IDX2015","Q","1998-Q1",62.22429,
"AUS","CPI","TOT","IDX2015","Q","1998-Q2",62.59578,
"AUS","CPI","TOT","IDX2015","Q","1998-Q3",62.68865,
"AUS","CPI","TOT","IDX2015","Q","1998-Q4",62.96726,
"AUS","CPI","TOT","IDX2015","Q","1999-Q1",62.96726,
"AUS","CPI","TOT","IDX2015","Q","1999-Q2",63.24588,
"AUS","CPI","TOT","IDX2015","Q","1999-Q3",63.80311,
"AUS","CPI","TOT","IDX2015","Q","1999-Q4",64.1746,
"AUS","CPI","TOT","IDX2015","Q","2000-Q1",64.73183,
"AUS","CPI","TOT","IDX2015","Q","2000-Q2",65.19619,
"AUS","CPI","TOT","IDX2015","Q","2000-Q3",67.70374,
"AUS","CPI","TOT","IDX2015","Q","2000-Q4",67.88948,
"AUS","CPI","TOT","IDX2015","Q","2001-Q1",68.63246,
"AUS","CPI","TOT","IDX2015","Q","2001-Q2",69.18969,
"AUS","CPI","TOT","IDX2015","Q","2001-Q3",69.37543,
"AUS","CPI","TOT","IDX2015","Q","2001-Q4",70.02554,
"AUS","CPI","TOT","IDX2015","Q","2002-Q1",70.67564,
"AUS","CPI","TOT","IDX2015","Q","2002-Q2",71.14001,
"AUS","CPI","TOT","IDX2015","Q","2002-Q3",71.60436,
"AUS","CPI","TOT","IDX2015","Q","2002-Q4",72.06873,
"AUS","CPI","TOT","IDX2015","Q","2003-Q1",72.99744,
"AUS","CPI","TOT","IDX2015","Q","2003-Q2",72.99744,
"AUS","CPI","TOT","IDX2015","Q","2003-Q3",73.46181,
"AUS","CPI","TOT","IDX2015","Q","2003-Q4",73.8333,
"AUS","CPI","TOT","IDX2015","Q","2004-Q1",74.4834,
"AUS","CPI","TOT","IDX2015","Q","2004-Q2",74.85489,
"AUS","CPI","TOT","IDX2015","Q","2004-Q3",75.13351,
"AUS","CPI","TOT","IDX2015","Q","2004-Q4",75.69073,
"AUS","CPI","TOT","IDX2015","Q","2005-Q1",76.24797,
"AUS","CPI","TOT","IDX2015","Q","2005-Q2",76.71233,
"AUS","CPI","TOT","IDX2015","Q","2005-Q3",77.45531,
"AUS","CPI","TOT","IDX2015","Q","2005-Q4",77.82679,
"AUS","CPI","TOT","IDX2015","Q","2006-Q1",78.4769,
"AUS","CPI","TOT","IDX2015","Q","2006-Q2",79.77711,
"AUS","CPI","TOT","IDX2015","Q","2006-Q3",80.52008,
"AUS","CPI","TOT","IDX2015","Q","2006-Q4",80.42721,
"AUS","CPI","TOT","IDX2015","Q","2007-Q1",80.42721,
"AUS","CPI","TOT","IDX2015","Q","2007-Q2",81.44881,
"AUS","CPI","TOT","IDX2015","Q","2007-Q3",82.00603,
"AUS","CPI","TOT","IDX2015","Q","2007-Q4",82.74902,
"AUS","CPI","TOT","IDX2015","Q","2008-Q1",83.86348,
"AUS","CPI","TOT","IDX2015","Q","2008-Q2",85.07082,
"AUS","CPI","TOT","IDX2015","Q","2008-Q3",86.09241,
"AUS","CPI","TOT","IDX2015","Q","2008-Q4",85.81379,
"AUS","CPI","TOT","IDX2015","Q","2009-Q1",85.90666,
"AUS","CPI","TOT","IDX2015","Q","2009-Q2",86.27815,
"AUS","CPI","TOT","IDX2015","Q","2009-Q3",87.114,
"AUS","CPI","TOT","IDX2015","Q","2009-Q4",87.57836,
"AUS","CPI","TOT","IDX2015","Q","2010-Q1",88.41421,
"AUS","CPI","TOT","IDX2015","Q","2010-Q2",88.97144,
"AUS","CPI","TOT","IDX2015","Q","2010-Q3",89.62154,
"AUS","CPI","TOT","IDX2015","Q","2010-Q4",89.99303,
"AUS","CPI","TOT","IDX2015","Q","2011-Q1",91.29324,
"AUS","CPI","TOT","IDX2015","Q","2011-Q2",92.12909,
"AUS","CPI","TOT","IDX2015","Q","2011-Q3",92.68633,
"AUS","CPI","TOT","IDX2015","Q","2011-Q4",92.68633,
"AUS","CPI","TOT","IDX2015","Q","2012-Q1",92.7792,
"AUS","CPI","TOT","IDX2015","Q","2012-Q2",93.24356,
"AUS","CPI","TOT","IDX2015","Q","2012-Q3",94.54376,
"AUS","CPI","TOT","IDX2015","Q","2012-Q4",94.72951,
"AUS","CPI","TOT","IDX2015","Q","2013-Q1",95.101,
"AUS","CPI","TOT","IDX2015","Q","2013-Q2",95.47249,
"AUS","CPI","TOT","IDX2015","Q","2013-Q3",96.58695,
"AUS","CPI","TOT","IDX2015","Q","2013-Q4",97.32993,
"AUS","CPI","TOT","IDX2015","Q","2014-Q1",97.88716,
"AUS","CPI","TOT","IDX2015","Q","2014-Q2",98.35152,
"AUS","CPI","TOT","IDX2015","Q","2014-Q3",98.81588,
"AUS","CPI","TOT","IDX2015","Q","2014-Q4",99.00163,
"AUS","CPI","TOT","IDX2015","Q","2015-Q1",99.18737,
"AUS","CPI","TOT","IDX2015","Q","2015-Q2",99.83747,
"AUS","CPI","TOT","IDX2015","Q","2015-Q3",100.3018,
"AUS","CPI","TOT","IDX2015","Q","2015-Q4",100.6733,
"AUS","CPI","TOT","IDX2015","Q","2016-Q1",100.4876,
"AUS","CPI","TOT","IDX2015","Q","2016-Q2",100.8591,
"AUS","CPI","TOT","IDX2015","Q","2016-Q3",101.602,
"AUS","CPI","TOT","IDX2015","Q","2016-Q4",102.1593,
"AUS","CPI","TOT","IDX2015","Q","2017-Q1",102.6236,
"AUS","CPI","TOT","IDX2015","Q","2017-Q2",102.8094,
"AUS","CPI","TOT","IDX2015","Q","2017-Q3",103.4595,
"AUS","CPI","TOT","IDX2015","Q","2017-Q4",104.1096,
"AUS","CPI","TOT","IDX2015","Q","2018-Q1",104.574,
"AUS","CPI","TOT","IDX2015","Q","2018-Q2",104.9454,
"AUS","CPI","TOT","IDX2015","Q","2018-Q3",105.4098,
"AUT","CPI","TOT","IDX2015","Q","1973-Q1",26.76224,
"AUT","CPI","TOT","IDX2015","Q","1973-Q2",27.07374,
"AUT","CPI","TOT","IDX2015","Q","1973-Q3",27.44488,
"AUT","CPI","TOT","IDX2015","Q","1973-Q4",28.20706,
"AUT","CPI","TOT","IDX2015","Q","1974-Q1",29.03551,
"AUT","CPI","TOT","IDX2015","Q","1974-Q2",29.74466,
"AUT","CPI","TOT","IDX2015","Q","1974-Q3",30.19534,
"AUT","CPI","TOT","IDX2015","Q","1974-Q4",30.93763,
"AUT","CPI","TOT","IDX2015","Q","1975-Q1",31.75282,
"AUT","CPI","TOT","IDX2015","Q","1975-Q2",32.2764,
"AUT","CPI","TOT","IDX2015","Q","1975-Q3",32.85963,
"AUT","CPI","TOT","IDX2015","Q","1975-Q4",33.15125,
"AUT","CPI","TOT","IDX2015","Q","1976-Q1",34.11887,
"AUT","CPI","TOT","IDX2015","Q","1976-Q2",34.71536,
"AUT","CPI","TOT","IDX2015","Q","1976-Q3",35.18592,
"AUT","CPI","TOT","IDX2015","Q","1976-Q4",35.53718,
"AUT","CPI","TOT","IDX2015","Q","1977-Q1",36.2861,
"AUT","CPI","TOT","IDX2015","Q","1977-Q2",36.69038,
"AUT","CPI","TOT","IDX2015","Q","1977-Q3",37.09467,
"AUT","CPI","TOT","IDX2015","Q","1977-Q4",37.15431,
"AUT","CPI","TOT","IDX2015","Q","1978-Q1",37.69115,
"AUT","CPI","TOT","IDX2015","Q","1978-Q2",38.02253,
"AUT","CPI","TOT","IDX2015","Q","1978-Q3",38.3274,
"AUT","CPI","TOT","IDX2015","Q","1978-Q4",38.44669,
"AUT","CPI","TOT","IDX2015","Q","1979-Q1",39.03655,
"AUT","CPI","TOT","IDX2015","Q","1979-Q2",39.24863,
"AUT","CPI","TOT","IDX2015","Q","1979-Q3",39.71919,
"AUT","CPI","TOT","IDX2015","Q","1979-Q4",40.13673,
"AUT","CPI","TOT","IDX2015","Q","1980-Q1",41.10436,
"AUT","CPI","TOT","IDX2015","Q","1980-Q2",41.78038,
"AUT","CPI","TOT","IDX2015","Q","1980-Q3",42.4829,
"AUT","CPI","TOT","IDX2015","Q","1980-Q4",42.78114,
"AUT","CPI","TOT","IDX2015","Q","1981-Q1",43.96748,
"AUT","CPI","TOT","IDX2015","Q","1981-Q2",44.62362,
"AUT","CPI","TOT","IDX2015","Q","1981-Q3",45.27975,
"AUT","CPI","TOT","IDX2015","Q","1981-Q4",45.71717,
"AUT","CPI","TOT","IDX2015","Q","1982-Q1",46.61189,
"AUT","CPI","TOT","IDX2015","Q","1982-Q2",47.27465,
"AUT","CPI","TOT","IDX2015","Q","1982-Q3",47.61929,
"AUT","CPI","TOT","IDX2015","Q","1982-Q4",47.84463,
"AUT","CPI","TOT","IDX2015","Q","1983-Q1",48.43448,
"AUT","CPI","TOT","IDX2015","Q","1983-Q2",48.52064,
"AUT","CPI","TOT","IDX2015","Q","1983-Q3",49.09724,
"AUT","CPI","TOT","IDX2015","Q","1983-Q4",49.62082,
"AUT","CPI","TOT","IDX2015","Q","1984-Q1",51.19819,
"AUT","CPI","TOT","IDX2015","Q","1984-Q2",51.45667,
"AUT","CPI","TOT","IDX2015","Q","1984-Q3",51.90072,
"AUT","CPI","TOT","IDX2015","Q","1984-Q4",52.19896,
"AUT","CPI","TOT","IDX2015","Q","1985-Q1",52.96776,
"AUT","CPI","TOT","IDX2015","Q","1985-Q2",53.3124,
"AUT","CPI","TOT","IDX2015","Q","1985-Q3",53.4582,
"AUT","CPI","TOT","IDX2015","Q","1985-Q4",53.61064,
"AUT","CPI","TOT","IDX2015","Q","1986-Q1",54.24026,
"AUT","CPI","TOT","IDX2015","Q","1986-Q2",54.10108,
"AUT","CPI","TOT","IDX2015","Q","1986-Q3",54.32642,
"AUT","CPI","TOT","IDX2015","Q","1986-Q4",54.31979,
"AUT","CPI","TOT","IDX2015","Q","1987-Q1",54.39932,
"AUT","CPI","TOT","IDX2015","Q","1987-Q2",54.83674,
"AUT","CPI","TOT","IDX2015","Q","1987-Q3",55.55915,
"AUT","CPI","TOT","IDX2015","Q","1987-Q4",55.2344,
"AUT","CPI","TOT","IDX2015","Q","1988-Q1",55.55915,
"AUT","CPI","TOT","IDX2015","Q","1988-Q2",55.79112,
"AUT","CPI","TOT","IDX2015","Q","1988-Q3",56.62619,
"AUT","CPI","TOT","IDX2015","Q","1988-Q4",56.2683,
"AUT","CPI","TOT","IDX2015","Q","1989-Q1",56.82502,
"AUT","CPI","TOT","IDX2015","Q","1989-Q2",57.24256,
"AUT","CPI","TOT","IDX2015","Q","1989-Q3",58.09752,
"AUT","CPI","TOT","IDX2015","Q","1989-Q4",57.83905,
"AUT","CPI","TOT","IDX2015","Q","1990-Q1",58.56145,
"AUT","CPI","TOT","IDX2015","Q","1990-Q2",58.97899,
"AUT","CPI","TOT","IDX2015","Q","1990-Q3",60.00627,
"AUT","CPI","TOT","IDX2015","Q","1990-Q4",59.95988,
"AUT","CPI","TOT","IDX2015","Q","1991-Q1",60.54973,
"AUT","CPI","TOT","IDX2015","Q","1991-Q2",61.02692,
"AUT","CPI","TOT","IDX2015","Q","1991-Q3",62.10059,
"AUT","CPI","TOT","IDX2015","Q","1991-Q4",61.75595,
"AUT","CPI","TOT","IDX2015","Q","1992-Q1",62.98869,
"AUT","CPI","TOT","IDX2015","Q","1992-Q2",63.51227,
"AUT","CPI","TOT","IDX2015","Q","1992-Q3",64.52629,
"AUT","CPI","TOT","IDX2015","Q","1992-Q4",64.27444,
"AUT","CPI","TOT","IDX2015","Q","1993-Q1",65.43427,
"AUT","CPI","TOT","IDX2015","Q","1993-Q2",65.86507,
"AUT","CPI","TOT","IDX2015","Q","1993-Q3",66.75317,
"AUT","CPI","TOT","IDX2015","Q","1993-Q4",66.52119,
"AUT","CPI","TOT","IDX2015","Q","1994-Q1",67.45569,
"AUT","CPI","TOT","IDX2015","Q","1994-Q2",67.80032,
"AUT","CPI","TOT","IDX2015","Q","1994-Q3",68.77458,
"AUT","CPI","TOT","IDX2015","Q","1994-Q4",68.35704,
"AUT","CPI","TOT","IDX2015","Q","1995-Q1",69.11922,
"AUT","CPI","TOT","IDX2015","Q","1995-Q2",69.51688,
"AUT","CPI","TOT","IDX2015","Q","1995-Q3",70.2194,
"AUT","CPI","TOT","IDX2015","Q","1995-Q4",69.6428,
"AUT","CPI","TOT","IDX2015","Q","1996-Q1",70.2923,
"AUT","CPI","TOT","IDX2015","Q","1996-Q2",70.62368,
"AUT","CPI","TOT","IDX2015","Q","1996-Q3",71.5648,
"AUT","CPI","TOT","IDX2015","Q","1996-Q4",71.20028,
"AUT","CPI","TOT","IDX2015","Q","1997-Q1",71.63107,
"AUT","CPI","TOT","IDX2015","Q","1997-Q2",71.81665,
"AUT","CPI","TOT","IDX2015","Q","1997-Q3",71.83653,
"AUT","CPI","TOT","IDX2015","Q","1997-Q4",72.10164,
"AUT","CPI","TOT","IDX2015","Q","1998-Q1",72.38662,
"AUT","CPI","TOT","IDX2015","Q","1998-Q2",72.55231,
"AUT","CPI","TOT","IDX2015","Q","1998-Q3",72.47278,
"AUT","CPI","TOT","IDX2015","Q","1998-Q4",72.62521,
"AUT","CPI","TOT","IDX2015","Q","1999-Q1",72.72463,
"AUT","CPI","TOT","IDX2015","Q","1999-Q2",72.81741,
"AUT","CPI","TOT","IDX2015","Q","1999-Q3",72.81079,
"AUT","CPI","TOT","IDX2015","Q","1999-Q4",73.33437,
"AUT","CPI","TOT","IDX2015","Q","2000-Q1",73.8712,
"AUT","CPI","TOT","IDX2015","Q","2000-Q2",74.35502,
"AUT","CPI","TOT","IDX2015","Q","2000-Q3",74.89185,
"AUT","CPI","TOT","IDX2015","Q","2000-Q4",75.40881,
"AUT","CPI","TOT","IDX2015","Q","2001-Q1",75.92534,
"AUT","CPI","TOT","IDX2015","Q","2001-Q2",76.64677,
"AUT","CPI","TOT","IDX2015","Q","2001-Q3",76.84579,
"AUT","CPI","TOT","IDX2015","Q","2001-Q4",77.01994,
"AUT","CPI","TOT","IDX2015","Q","2002-Q1",77.41797,
"AUT","CPI","TOT","IDX2015","Q","2002-Q2",78.01502,
"AUT","CPI","TOT","IDX2015","Q","2002-Q3",78.16429,
"AUT","CPI","TOT","IDX2015","Q","2002-Q4",78.38818,
"AUT","CPI","TOT","IDX2015","Q","2003-Q1",78.78622,
"AUT","CPI","TOT","IDX2015","Q","2003-Q2",78.93549,
"AUT","CPI","TOT","IDX2015","Q","2003-Q3",79.15938,
"AUT","CPI","TOT","IDX2015","Q","2003-Q4",79.33352,
"AUT","CPI","TOT","IDX2015","Q","2004-Q1",79.85594,
"AUT","CPI","TOT","IDX2015","Q","2004-Q2",80.50275,
"AUT","CPI","TOT","IDX2015","Q","2004-Q3",80.87591,
"AUT","CPI","TOT","IDX2015","Q","2004-Q4",81.49784,
"AUT","CPI","TOT","IDX2015","Q","2005-Q1",82.17361,
"AUT","CPI","TOT","IDX2015","Q","2005-Q2",82.50374,
"AUT","CPI","TOT","IDX2015","Q","2005-Q3",82.6688,
"AUT","CPI","TOT","IDX2015","Q","2005-Q4",82.80635,
"AUT","CPI","TOT","IDX2015","Q","2006-Q1",83.10896,
"AUT","CPI","TOT","IDX2015","Q","2006-Q2",83.85175,
"AUT","CPI","TOT","IDX2015","Q","2006-Q3",83.96179,
"AUT","CPI","TOT","IDX2015","Q","2006-Q4",83.9893,
"AUT","CPI","TOT","IDX2015","Q","2007-Q1",84.48449,
"AUT","CPI","TOT","IDX2015","Q","2007-Q2",85.44735,
"AUT","CPI","TOT","IDX2015","Q","2007-Q3",85.58491,
"AUT","CPI","TOT","IDX2015","Q","2007-Q4",86.65781,
"AUT","CPI","TOT","IDX2015","Q","2008-Q1",87.29055,
"AUT","CPI","TOT","IDX2015","Q","2008-Q2",88.52852,
"AUT","CPI","TOT","IDX2015","Q","2008-Q3",88.77612,
"AUT","CPI","TOT","IDX2015","Q","2008-Q4",88.58354,
"AUT","CPI","TOT","IDX2015","Q","2009-Q1",88.25342,
"AUT","CPI","TOT","IDX2015","Q","2009-Q2",88.77612,
"AUT","CPI","TOT","IDX2015","Q","2009-Q3",88.80362,
"AUT","CPI","TOT","IDX2015","Q","2009-Q4",89.13375,
"AUT","CPI","TOT","IDX2015","Q","2010-Q1",89.49139,
"AUT","CPI","TOT","IDX2015","Q","2010-Q2",90.50927,
"AUT","CPI","TOT","IDX2015","Q","2010-Q3",90.39922,
"AUT","CPI","TOT","IDX2015","Q","2010-Q4",91.00446,
"AUT","CPI","TOT","IDX2015","Q","2011-Q1",92.06282,
"AUT","CPI","TOT","IDX2015","Q","2011-Q2",93.50883,
"AUT","CPI","TOT","IDX2015","Q","2011-Q3",93.59921,
"AUT","CPI","TOT","IDX2015","Q","2011-Q4",94.11134,
"AUT","CPI","TOT","IDX2015","Q","2012-Q1",94.44271,
"AUT","CPI","TOT","IDX2015","Q","2012-Q2",95.58747,
"AUT","CPI","TOT","IDX2015","Q","2012-Q3",95.79835,
"AUT","CPI","TOT","IDX2015","Q","2012-Q4",96.73223,
"AUT","CPI","TOT","IDX2015","Q","2013-Q1",96.79248,
"AUT","CPI","TOT","IDX2015","Q","2013-Q2",97.63599,
"AUT","CPI","TOT","IDX2015","Q","2013-Q3",97.54562,
"AUT","CPI","TOT","IDX2015","Q","2013-Q4",98.23849,
"AUT","CPI","TOT","IDX2015","Q","2014-Q1",98.32887,
"AUT","CPI","TOT","IDX2015","Q","2014-Q2",99.35313,
"AUT","CPI","TOT","IDX2015","Q","2014-Q3",99.17238,
"AUT","CPI","TOT","IDX2015","Q","2014-Q4",99.62426,
"AUT","CPI","TOT","IDX2015","Q","2015-Q1",99.16666,
"AUT","CPI","TOT","IDX2015","Q","2015-Q2",100.3667,
"AUT","CPI","TOT","IDX2015","Q","2015-Q3",100.1,
"AUT","CPI","TOT","IDX2015","Q","2015-Q4",100.4,
"AUT","CPI","TOT","IDX2015","Q","2016-Q1",100.1333,
"AUT","CPI","TOT","IDX2015","Q","2016-Q2",100.9333,
"AUT","CPI","TOT","IDX2015","Q","2016-Q3",100.8,
"AUT","CPI","TOT","IDX2015","Q","2016-Q4",101.7333,
"AUT","CPI","TOT","IDX2015","Q","2017-Q1",102.1667,
"AUT","CPI","TOT","IDX2015","Q","2017-Q2",102.9,
"AUT","CPI","TOT","IDX2015","Q","2017-Q3",102.9667,
"AUT","CPI","TOT","IDX2015","Q","2017-Q4",103.9667,
"AUT","CPI","TOT","IDX2015","Q","2018-Q1",104,
"AUT","CPI","TOT","IDX2015","Q","2018-Q2",104.9,
"AUT","CPI","TOT","IDX2015","Q","2018-Q3",105.1667,
"BEL","CPI","TOT","IDX2015","Q","1973-Q1",22.21103,
"BEL","CPI","TOT","IDX2015","Q","1973-Q2",22.50963,
"BEL","CPI","TOT","IDX2015","Q","1973-Q3",22.81897,
"BEL","CPI","TOT","IDX2015","Q","1973-Q4",23.27324,
"BEL","CPI","TOT","IDX2015","Q","1974-Q1",24.08583,
"BEL","CPI","TOT","IDX2015","Q","1974-Q2",25.09905,
"BEL","CPI","TOT","IDX2015","Q","1974-Q3",26.15924,
"BEL","CPI","TOT","IDX2015","Q","1974-Q4",26.9819,
"BEL","CPI","TOT","IDX2015","Q","1975-Q1",27.76362,
"BEL","CPI","TOT","IDX2015","Q","1975-Q2",28.49368,
"BEL","CPI","TOT","IDX2015","Q","1975-Q3",29.14657,
"BEL","CPI","TOT","IDX2015","Q","1975-Q4",29.98734,
"BEL","CPI","TOT","IDX2015","Q","1976-Q1",30.58887,
"BEL","CPI","TOT","IDX2015","Q","1976-Q2",31.19411,
"BEL","CPI","TOT","IDX2015","Q","1976-Q3",31.77364,
"BEL","CPI","TOT","IDX2015","Q","1976-Q4",32.29897,
"BEL","CPI","TOT","IDX2015","Q","1977-Q1",32.94554,
"BEL","CPI","TOT","IDX2015","Q","1977-Q2",33.47914,
"BEL","CPI","TOT","IDX2015","Q","1977-Q3",33.98335,
"BEL","CPI","TOT","IDX2015","Q","1977-Q4",34.37827,
"BEL","CPI","TOT","IDX2015","Q","1978-Q1",34.80442,
"BEL","CPI","TOT","IDX2015","Q","1978-Q2",34.96881,
"BEL","CPI","TOT","IDX2015","Q","1978-Q3",35.3371,
"BEL","CPI","TOT","IDX2015","Q","1978-Q4",35.70171,
"BEL","CPI","TOT","IDX2015","Q","1979-Q1",36.14164,
"BEL","CPI","TOT","IDX2015","Q","1979-Q2",36.41074,
"BEL","CPI","TOT","IDX2015","Q","1979-Q3",37.01505,
"BEL","CPI","TOT","IDX2015","Q","1979-Q4",37.53764,
"BEL","CPI","TOT","IDX2015","Q","1980-Q1",38.42595,
"BEL","CPI","TOT","IDX2015","Q","1980-Q2",38.72417,
"BEL","CPI","TOT","IDX2015","Q","1980-Q3",39.42863,
"BEL","CPI","TOT","IDX2015","Q","1980-Q4",40.30686,
